painting,art_style,emotion,repetition,emotion_label,pne,Link,utterance,generated_emotion_text
amedeo-modigliani_reclining-nude-1917-1,Expressionism,awe,6,1,0,https://uploads0.wikiart.org/images/amedeo-modigliani/reclining-nude-1917-1.jpg,Beauty in the flesh. Captures a feeling of repose. a naked young woman lying on her back on a red covered bed,Contentment
francisco-goya_those-specks-of-dust-1799,Romanticism,fear,5,6,1,https://uploads1.wikiart.org/images/francisco-goya/those-specks-of-dust-1799.jpg,The man sitting on a stage wearing a dunce cap in front of a large crowd looks humiliating. Whatever is going on its not good - the faces are zombie-like.,Amusement
juan-gris_bowl-glass-and-newspaper,Synthetic_Cubism,fear,5,6,1,https://uploads4.wikiart.org/images/juan-gris/bowl-glass-and-newspaper.jpg,i feel like someone is in trouble The contrast between the colors is intense.,Fear
felix-vallotton_portrait-of-communard-eug-ne-varlin-1897,Art_Nouveau_Modern,fear,5,6,1,https://uploads8.wikiart.org/images/felix-vallotton/portrait-of-communard-eug-ne-varlin-1897.jpg,This man looks like he might be angry. The expression is one of menace. The lack of a neck on the face looks peculiar.,Amusement
edouard-manet_the-barricade-civil-war-1871,Realism,fear,5,6,1,https://uploads3.wikiart.org/images/edouard-manet/the-barricade-civil-war-1871.jpg,"The grey and beige colors, as well as the soldiers with guns are oppressive and cause fear. The bodies on the floor and guns in the soldiers hand made me feel death and fear",Amusement
gerrit-dou_still-life-with-a-boy-blowing-soap-bubbles-1636,Baroque,awe,5,1,0,https://uploads1.wikiart.org/images/gerrit-dou/still-life-with-a-boy-blowing-soap-bubbles-1636.jpg,"Simple setting, the picnic basket really stands out well This is a little too dark for my taste, but the level of realism in the painting makes me like it a lot.",Disgust
allen-jones_chest-1968,Pop_Art,amusement,6,0,0,https://uploads1.wikiart.org/images/allen-jones/chest-1968.jpg,"The breasts being depicted in this artwork are entertaining and amusing to me because I wouldn't think of this as artwork. The bright green, contrasted by the dark polka dots is unique. Funny, but not something i'd own.",Amusement
henri-martin_view-of-the-terrasse-de-marquayrol-labastide-du-vert-1935,Pointillism,contentment,5,2,0,https://uploads4.wikiart.org/images/henri-martin/view-of-the-terrasse-de-marquayrol-labastide-du-vert-1935.jpg,"This village is tucked away in a forest and is a great place to vacation. a nice village nestled in the woods makes me happy It looks like a peaceful, pretty village. The little houses painted in this village of them with thier smoke surrounded by a green forest is cozy and full of contentment.",Contentment
umberto-boccioni_the-signora-virginia-1905,Post_Impressionism,contentment,5,2,0,https://uploads3.wikiart.org/images/umberto-boccioni/the-signora-virginia-1905.jpg,"such a cute image of a grandmother with her fur baby, they both look so happy to have each other The little puppy is sleeping in his owner's lap I guess I just kind of reminds me of my grandma. Warm tones, slight smile on the woman, a very content pup sleeping in her lap",Contentment
keith-haring_untitled-1986(1),Pop_Art,excitement,6,3,0,https://uploads8.wikiart.org/images/keith-haring/untitled-1986(1).jpg,"the abstract design of the color but the micropattern of the monstrous mask makes this very exciting, interesting, vibrant The blend of the lines and rain-bowing of the colors is mind blowing Bright colors and shapes of dragon festival.",Excitement
camille-pissarro_the-pond-at-montfoucault-1875,Impressionism,contentment,6,2,0,https://uploads7.wikiart.org/images/camille-pissarro/the-pond-at-montfoucault-1875.jpg,This scene oa person taking care of animals by the river is beautiful and heartwarming. A family of cows gather around a pond in a green forest. This is nice because it makes me feel like Im back in time watching a young lady tend to the cows while they are taking a drink. The coloring suggests fall but Im thinking maybe summer.,Contentment
carl-larsson_mother-and-daughter-1903(1),Art_Nouveau_Modern,sadness,6,7,1,https://uploads1.wikiart.org/images/carl-larsson/mother-and-daughter-1903(1).jpg,The two women seem to be depressed over something with their heads held low. These women look like they are depressed or going through a difficult time. The woman in blue has her head down and a somber look on her face.,Sadness
vincent-van-gogh_fishing-boats-at-sea-1888(1),Post_Impressionism,contentment,5,2,0,https://uploads6.wikiart.org/images/vincent-van-gogh/fishing-boats-at-sea-1888(1).jpg,"The line of boats peacefully sailing along the shore remind me of the simplicity of the natural world. The drawing appears messy and rushed, though it simply conveys a seascape.",Amusement
benozzo-gozzoli_procession-of-the-magi-detail-1461,Early_Renaissance,awe,5,1,0,https://uploads2.wikiart.org/images/benozzo-gozzoli/procession-of-the-magi-detail-1461.jpg,The painting is so well made and it looks like a period of time that I really love learning about. The attention to detail and color is very admirable.,Awe
emil-nolde_sunflowers-1917,Expressionism,awe,6,1,0,https://uploads5.wikiart.org/images/emil-nolde/sunflowers-1917.jpg,there are yellow and red sunflowers in the photo I like the contrasting colors of the yellow flowers and the red flowers there red sunflowers dancing in the sun,Amusement
laszlo-mednyanszky_fires-in-the-forest-1910,Expressionism,fear,5,6,1,https://uploads4.wikiart.org/images/laszlo-mednyanszky/fires-in-the-forest-1910.jpg,"The way these trees are positioned with the orange sky make them look like they are about to catch fire. The golden yellow and red colors resemble a forest fire The green glow of the sky causes alarm, what is on its way?",Fear
edvard-munch_girl-yawning-1913,Expressionism,sadness,5,7,1,https://uploads0.wikiart.org/images/edvard-munch/girl-yawning-1913.jpg,This woman looks upset  and ashamed about what she just did and I feel bad for her. The woman looks sad and pain which makes me feel sad,Amusement
hassel-smith_untitled-1963,Abstract_Expressionism,fear,6,6,1,https://uploads5.wikiart.org/images/hassel-smith/untitled-1963.jpg,the blackness and darkness used is evil and menacing The dark colors and the random lines make me feel unsettled and fearful. the overwhelming darknes taking over the sharp lines of the obsured figure seem inevitable,Fear
raphael_jacob-s-dream-1518,High_Renaissance,fear,5,6,1,https://uploads5.wikiart.org/images/raphael/jacob-s-dream-1518.jpg,"I feel like God and the angels are coming from heaven to collect the deceased, but God is painted so dark and shadowy. It must be the angry, old testament God. The Black Flag symbolism of the misery of mankind under rule.  This makes sense when coupled with the sky opening up to a staircase of angels being commanded by God!",Anger
mikalojus-ciurlionis_village-under-the-snow-1908,Symbolism,awe,6,1,0,https://uploads0.wikiart.org/images/mikalojus-ciurlionis/village-under-the-snow-1908.jpg,"The sketch of the tower makes me want to read the words. I wonder if this is a page out of someones personal journal. it looks like an old ancient text, it makes me feel like I'm seeing something hundreds of years old I love the way that the detail within the words is intricate, but it doesn't draw attention away from the building at all.",
gian-lorenzo-bernini_portrait-of-a-man-with-a-moustache(1),Baroque,contentment,5,2,0,https://uploads1.wikiart.org/images/gian-lorenzo-bernini/portrait-of-a-man-with-a-moustache(1).jpg,"The black and white portrait looks like a man deep in thought. It looks a bit like Balzac, but the century is wrong, the style of dress and beard. But he does look familiar.",
odilon-redon_head-on-a-stem,Symbolism,amusement,5,0,0,https://uploads6.wikiart.org/images/odilon-redon/head-on-a-stem.jpg,Maybe this is where the flower babies breath got its name The face in the bloom reminds a viewer of a child's face; it also has design elements around the face which resemble a bonnet.  The overall effect is that of moon/child flower.,Amusement
helen-frankenthaler_untitled-1982,Color_Field_Painting,contentment,5,2,0,https://uploads3.wikiart.org/images/helen-frankenthaler/untitled-1982.jpg,"The dark blue boat at the top looks like it is seeping color into the beautiful blue ocean underneath. It reminds me of a calm sea with multiple shades of aqua, teal, and powder blue. The dark blue boat at the top looks like it is seeping color into the beautiful blue ocean underneath. It reminds me of a calm sea with multiple shades of aqua, teal, and powder blue. The colours are very soothing and remind me of the ocean, although I'm confused by what looks like a car on the sea. The colours are very soothing and remind me of the ocean, although I'm confused by what looks like a car on the sea.",
koloman-moser_daghestan-rug-design-bubbles-for-backhausen-1899,Art_Nouveau_Modern,awe,5,1,0,https://uploads5.wikiart.org/images/koloman-moser/daghestan-rug-design-bubbles-for-backhausen-1899.jpg,Curious. Is the red filling up or running out?  The round shapes are soothing and i like the darker muted red. The patterns are really interesting. I don't really know what it is but I am amazed by this art.,
jose-de-guimaraes_untitled-4,Pop_Art,fear,5,6,1,https://uploads7.wikiart.org/images/jose-de-guimaraes/untitled-4.jpg,The woman in blue looks trapped by the person at the bottom The naked woman in the corner is completely blue as if dead.,Fear
ilya-mashkov_still-life-with-dahlias-1912,Fauvism,contentment,5,2,0,https://uploads2.wikiart.org/images/ilya-mashkov/still-life-with-dahlias-1912.jpg,Calm still life with beautiful flowers I love how each flower is a different color and how they all pop with a white background simple and basic but calming,
paolo-veronese_mars-and-neptune-1578,Mannerism_Late_Renaissance,awe,6,1,0,https://uploads6.wikiart.org/images/paolo-veronese/mars-and-neptune-1578.jpg,Angels flying above the people. Is that Poseidan with a trident? Perhaps this is a respresentation of Christ being above other religions? Its interesting. Makes me think of the other side of reality with the cherubs in the painting. the placement of the left cherub's toe makes it look like it's standing on a building Angels heralding the eventual triumph of good over evil.,Awe
